"","AuctionID","Name","Rank","Region","Forest","District","Acres","Salvage","Method.of.Sale","Sale.Size","Species","Road.Construction","Haul","num_bidders","log_amount","log_value"
"825",497,"WESTERN PINE INDUSTRIES",1,3,2,1,2632,"N","S",6,122,75,39,1,16.999107331115,10.1816873095984
"826",499,"DUKE CITY LUMBER COMPANY",1,3,2,2,2659,"N","S",6,122,54,41,1,16.8617315523233,10.0725127701627
"827",500,"SAN JUAN LUMBER COMPANY",1,3,2,3,1363,"N","S",5,122,0,65,1,16.789564546275,10.0923708671652
"828",501,"BATES LUMBER CO., INC.",1,3,2,4,10550,"N","S",7,25,150,30,1,18.2502778765519,9.99419625266159
"829",502,"CONLEY LUMBER",1,3,2,4,1544,"N","S",5,122,0,6,2,14.7340132416682,10.0703146883714
"830",502,"DUKE CITY LBR. CO., INC.",2,3,2,4,1544,"N","S",5,122,0,6,2,14.6147891569601,10.0703146883714
"831",503,"BATES LUMBER CO., INC",1,3,2,6,914,"N","A",7,25,27,56,4,17.6845331561866,9.99419625266159
"832",503,"PIONEER LOGGING & MILLING",2,3,2,6,914,"N","A",7,25,27,56,4,17.6839197587277,9.99419625266159
"833",503,"WESTERN PINE INDUSTRIES",4,3,2,6,914,"N","A",7,25,27,56,4,17.3497444181345,9.99419625266159
"834",503,"DUKE CITY LUMBER CO. INC.",3,3,2,6,914,"N","A",7,25,27,56,4,17.5891113731484,9.99419625266159
"835",504,"BATES LUMBER CO., INC.",1,3,3,2,892,"N","S",5,122,0,61,2,16.6730290651,10.1331299405902
"836",504,"BLEVINS LUMBER CO.",2,3,3,2,892,"N","S",5,122,0,61,2,16.4953725105203,10.1331299405902
"837",505,"WHITE SANDS FOR. PROD. IN",1,3,3,3,1790,"N","S",5,122,34,140,1,15.2934816878561,10.07601126685
"838",506,"AUBREY COOK",1,3,3,4,200,"Y","S",5,122,0,106,2,12.9004690454906,10.0756745948495
"839",506,"WHITE SANDS FOR. PROD. IN",2,3,3,4,200,"Y","S",5,122,0,106,2,12.6931177406308,10.0756745948495
"840",507,"WESTERN PINE INDUSTRIES",1,3,4,2,2238,"N","S",7,122,0,15,1,17.750087304862,10.0482802974377
"841",511,"SOUTH WEST FOREST INDUSTR",1,3,4,2,180,"Y","S",5,122,0,11,1,15.4016593724204,10.085267295909
"842",513,"SOUTHWEST FOREST IND. INC",1,3,4,3,4555,"N","S",6,122,0,14,1,16.8116827347467,10.0856841015169
"843",514,"JAMES GABBARD",1,3,4,3,640,"Y","A",5,122,0,17,1,13.1957067716285,10.0705262524656
"844",515,"KAIBAB INDUSTRIES",1,3,4,4,4883,"N","S",7,122,0,58,1,17.8227128255365,10.168732279869
"845",516,"WESTERN PINE, IND.",2,3,4,4,1100,"Y","S",6,122,0,61,2,16.6225007069214,10.0551780657766
"846",516,"KAIBAB INDUSTRIES",1,3,4,4,1100,"Y","S",6,122,0,61,2,16.6234060940362,10.0551780657766
"847",517,"SOUTHWEST FOREST IND. INC",1,3,4,4,2582,"N","S",7,122,0,48,1,18.8704816658806,10.2052943990333
"848",518,"SOUTHWEST FOREST IND, INC",1,3,4,4,5170,"N","S",8,122,0,55,1,19.0077104557711,10.1017644761202
"849",519,"WESTERN PINE IND.",1,3,4,7,960,"Y","S",5,122,0,48,1,14.3599837011425,10.1183972989232
"850",520,"SOUTHWEST FOREST INDUSTRI",1,3,4,7,3264,"N","S",8,122,0,55,1,19.1240277291948,10.2199757168296
"851",521,"WESTERN PINE INDUSTRIES",1,3,4,7,2276,"Y","A",5,122,0,56,1,14.3085468863206,10.0714566031057
"852",523,"RUSSELL LANEY",1,3,6,6,720,"Y","A",5,122,0,103,1,12.3627344555436,10.1611484658759
"853",524,"SW FOREST IND., INC",1,3,6,6,2388,"N","A",6,122,0,107,1,16.6593030392104,10.2066984266055
"854",525,"SW FOR. IND. INC.",1,3,6,6,12077,"N","A",8,122,70,86,1,18.9072735094248,10.2309190445052
"855",526,"REIDHEAD LUMBER CO.",2,3,6,9,2315,"N","A",6,122,0,69,2,17.0169685696053,10.0747481619707
"856",526,"SW FOREST INDUS. INC.",1,3,6,9,2315,"N","A",6,122,0,69,2,17.0182031376634,10.0747481619707
"857",527,"S.W. FOR. IND. INC.",1,3,6,9,7565,"N","A",6,122,25,113,1,17.177603289071,10.1736291870109
"858",528,"SW FOREST INDUS. INC.",2,3,6,9,144,"Y","A",5,122,0,84,2,14.2796721557264,10.2293320860823
"859",528,"H.L. BARNETT CO.",1,3,6,9,144,"Y","A",5,122,0,84,2,14.2812237464178,10.2293320860823
"860",529,"KAIBAB INDUSTRIES INC.",1,3,7,3,650,"Y","D",7,25,0,50,1,16.6244010739926,9.76065590342859
"861",531,"HARDENIA PARKHURST",1,3,8,1,123,"N","S",5,7,0,125,2,13.3688202490591,8.73246584834988
"862",531,"CHAVEZ & OTERO",2,3,8,1,123,"N","S",5,7,0,125,2,13.0302480884965,8.73246584834988
"863",532,"WHITE SANDS FOR.PROD.INC.",2,3,8,2,45,"N","S",5,122,0,7,2,14.2323012884024,10.1696139620222
"864",532,"CHIPPEWAY LBR., INC.",1,3,8,2,45,"N","S",5,122,0,7,2,14.3310759313494,10.1696139620222
"865",533,"CHIPPEWAY LBR., INC.",3,3,8,4,1131,"N","S",5,25,0,32,3,15.3949221588914,9.89540497634277
"866",533,"OTERO MILLS, INC.",2,3,8,4,1131,"N","S",5,25,0,32,3,16.0668023565708,9.89540497634277
"867",533,"WHITE SANDS FOR.PROD.INC.",1,3,8,4,1131,"N","S",5,25,0,32,3,16.2221312893537,9.89540497634277
"868",535,"SPUTHWEST FOREST INDUSTRI",1,3,9,3,550,"N","S",5,122,0,13,1,14.3786469982665,9.19064773863045
"869",536,"BATES LUMBER COMPANY",2,3,10,1,3374,"N","A",7,25,0,68,2,17.8636715558819,9.89197149657488
"870",536,"DUKE CITY LUMBER CO., INC",1,3,10,1,3374,"N","A",7,25,0,68,2,17.8637675507157,9.89197149657488
"871",537,"DUKE CITY LUMBER CO., INC",1,3,10,2,376,"Y","A",7,25,16,28,1,15.7042303598967,9.86084097781466
"872",540,"BATES LBR. CO.",3,3,10,6,700,"N","S",6,25,0,35,3,16.8400003419375,9.89197149657488
"873",540,"CONLEY LBR. CO.",2,3,10,6,700,"N","S",6,25,0,35,3,16.916880408791,9.89197149657488
"874",540,"DUKE CITY LUMBER CO.",1,3,10,6,700,"N","S",6,25,0,35,3,16.9724462961714,9.89197149657488
"875",541,"BATES LUMBER CO.",2,3,10,6,505,"N","S",6,25,0,37,2,17.250658378996,9.99419625266159
"876",541,"DUKE CITY LUMBER CO., INC",1,3,10,6,505,"N","S",6,25,0,37,2,17.3282194987688,9.99419625266159
"877",542,"DUKE CITY LUMBER COMPANY",1,3,10,6,952,"Y","A",5,122,0,40,2,16.0767526874239,10.0292387578417
"878",542,"BATES LUMBER COMPANY",2,3,10,6,952,"Y","A",5,122,0,40,2,16.0668023565708,10.0292387578417
"879",543,"GREAT LAKE TIMBER CO.",1,4,1,1,690,"N","A",5,122,0,56,1,15.5720154916811,10.1732474784789
"880",544,"K&S TRADING CO.",1,4,1,2,180,"Y","A",5,108,0,13,1,13.3434921003143,9.97622673117643
"881",545,"GREAT LAKE TIMBER CO.",1,4,1,2,160,"Y","A",5,108,0,14,1,13.4389608412698,9.97622673117643
"882",546,"WASATCH FOREST PRODUCTS",1,4,1,2,1852,"N","A",7,108,30,33,2,17.1649822710769,10.1332491561519
"883",546,"GREAT LAKE TIMBER CO.",2,4,1,2,1852,"N","A",7,108,30,33,2,17.1640052314291,10.1332491561519
"884",547,"GREAT LAKE TIMBER COMPANY",1,4,1,2,923,"N","A",6,108,0,34,1,16.5248599147981,10.1055300339423
"885",548,"K & S TRADING CO.",1,4,1,3,415,"N","S",5,122,0,43,1,15.2162993652346,10.2340854259647
"886",549,"ERICKSON AIR-CRANE",1,4,2,1,1812,"N","S",7,122,7,64,2,16.7310490707701,10.4252827894907
"887",549,"COLUMBIA HELICOPTER",2,4,2,1,1812,"N","S",7,122,7,64,2,14.9595342934864,10.4252827894907
"888",550,"PRODUCERS LUMBER CO.",2,4,2,2,1200,"N","S",6,122,0,58,2,14.0247588152805,10.2732909400902
"889",550,"COLUMBIA HELICOPTER, INC.",1,4,2,2,1200,"N","S",6,122,0,58,2,15.6079216481746,10.2732909400902
"890",551,"PRODUCERS LUMBER CO.",1,4,2,2,1100,"N","A",6,19,3,100,1,15.3144449744829,10.141874333263
"891",552,"COLUMBIA HELICOPTERS, INC",2,4,2,3,1255,"N","S",7,122,0,60,2,15.2925889622775,10.3830082504737
"892",552,"PRODUCERS LUMBER CO.",1,4,2,3,1255,"N","S",7,122,0,60,2,15.8304935753067,10.3830082504737
"893",553,"ROGER B. JACKSON",1,4,2,3,20,"N","S",5,122,0,54,3,13.0602751850909,10.3975738522978
"894",553,"BOB CONDRAY",2,4,2,3,20,"N","S",5,122,0,54,3,12.6955173171003,10.3975738522978
"895",553,"PRODUCERS LUMBER CO",3,4,2,3,20,"N","S",5,122,0,54,3,12.5535554711,10.3975738522978
"896",554,"PRODUCERS LUMBER CO.",1,4,2,3,20,"N","S",5,93,0,41,2,13.8313317404056,10.1748877924136
"897",554,"ROGER B. JACKSON",2,4,2,3,20,"N","S",5,93,0,41,2,13.7603011846866,10.1748877924136
"898",555,"PRODUCERS LUMBER CO.",2,4,2,3,20,"Y","S",5,93,0,59,2,12.9617109402196,10.2241570089396
"899",555,"ROGER B. JACKSON",1,4,2,3,20,"Y","S",5,93,0,59,2,12.9752104891543,10.2241570089396
"900",556,"PRODUCERS LUMBER CO.",1,4,2,3,5,"Y","S",5,122,0,34,3,12.6555929158345,10.4412666458624
"901",556,"ROBERT R. CONDRAY",3,4,2,3,5,"Y","S",5,122,0,34,3,12.3822000581608,10.4412666458624
"902",556,"ROGER B. JACKSON",2,4,2,3,5,"Y","S",5,122,0,34,3,12.3909326444188,10.4412666458624
"903",558,"BOISE CASCADE CORPORATION",1,4,2,4,1920,"N","S",6,15,4,25,1,14.6103113922507,10.0612602364087
"904",559,"BOISE CASCADE CORPORATION",1,4,2,4,6160,"N","S",7,19,32,41,1,14.6106613761663,10.0612602364087
"905",560,"BOISE CASCADE CORP.",1,4,2,4,7540,"N","S",6,19,34,45,1,14.384922775236,10.0705685599138
"906",561,"BOISE CASCADE CORPORATION",1,4,2,4,2768,"N","S",7,15,23,33,1,16.4482038226661,10.0705685599138
"907",562,"BOISE CASCADE CORPORATION",1,4,2,4,2224,"N","S",7,15,0,16,1,16.1091578273467,10.141874333263
"908",564,"BOISE CASCADE CORPORATION",1,4,2,5,2640,"N","S",6,19,0,65,1,14.8137019627328,10.0612602364087
"909",565,"BOISE CASCADE CORP.",1,4,2,5,1480,"N","A",5,122,0,57,1,15.9452444682726,10.5008669486067
"910",566,"BOISE CASCADE CORP.",1,4,2,5,8320,"N","S",7,108,132,81,1,16.8982967492697,10.2241570089396
"911",567,"BOISE CASCADE CORP.",1,4,2,5,964,"Y","A",7,122,0,61,1,15.636375652331,10.2372776239374
"912",568,"COLUMBIA HELICOPTERS, INC",1,4,2,6,2900,"N","A",7,122,0,36,3,17.5377580789762,10.4342922586174
"913",568,"BOISE CASCADE CORP.",2,4,2,6,2900,"N","A",7,122,0,36,3,17.5296572400334,10.4342922586174
"914",568,"ERICKSON AIR-CRANE",3,4,2,6,2900,"N","A",7,122,0,36,3,16.8259183671256,10.4342922586174
"915",570,"BOISE CASCADE CORP.",1,4,2,6,150,"Y","S",5,122,0,44,1,13.7231156246965,10.4107568600993
"916",571,"BOISE CASCADE CORP.",1,4,2,6,650,"Y","S",5,15,0,42,1,14.7351580496111,10.141874333263
"917",572,"BOISE CASCADE CORP.",1,4,2,6,118,"Y","S",5,122,0,32,1,13.6660878503078,10.4412666458624
"918",573,"BOISE CASCADE CORP.",2,4,2,6,60,"Y","S",5,15,0,46,2,13.451710289083,10.1418349375926
"919",573,"JERRY L ROBINSON",1,4,2,6,60,"Y","S",5,15,0,46,2,13.6178836698613,10.1418349375926
"920",574,"BOISE CASCADE CORP.",1,4,2,6,65,"Y","S",5,122,0,31,1,13.8279627071535,10.44123744324
"921",575,"BOISE CASCADE CORP.",1,4,2,6,178,"Y","S",5,122,0,35,1,14.9357316848843,10.4259353761299
"922",576,"BOISE CASCADE CORP.",1,4,2,6,45,"Y","S",5,122,0,48,2,13.8071920549555,10.4283048349289
"923",576,"TERRY L. ROBINSON",2,4,2,6,45,"Y","S",5,122,0,48,2,13.8071920549555,10.4283048349289
"924",577,"STAR STUDS COMPANY",1,4,3,1,3200,"N","A",6,108,73,55,1,16.517721208699,10.1785781844731
"925",578,"STAR STUDS COMPANY",1,4,3,1,2295,"N","A",6,108,0,51,1,16.7035431933563,10.1006156166471
"926",579,"STAR STUDS CO.",1,4,3,2,1200,"N","S",5,93,0,62,1,15.2056111661266,10.1109487764482
"927",580,"STAR STUDS COMPANY",1,4,3,2,1300,"N","A",6,108,41,69,1,16.6901614999592,10.1785781844731
"928",581,"STAR STUDS COMPANY",1,4,3,2,2345,"N","A",6,108,48,88,1,16.8939102454808,10.1785781844731
"929",582,"STAR STUDS COMPANY",1,4,3,3,2500,"N","A",6,93,0,44,1,16.4429175711408,10.1655825499853
"930",584,"STAR STUDS CO.",1,4,3,4,650,"N","S",5,108,0,21,1,15.2049499682282,10.0865171919138
"931",585,"STAR STUDS COMPANY",1,4,3,4,415,"N","A",5,93,0,94,1,15.0963682894186,10.1655825499853
"932",587,"STAR STUDS COMPANY",1,4,3,5,1810,"N","A",6,93,12,36,1,16.539700476943,10.1655825499853
"933",588,"LOUISIANA-PACIFIC CORP",1,4,3,5,4550,"N","A",7,108,100,46,1,17.5529189992868,10.1006156166471
"934",589,"SOUTH & JONES TBR CO, INC",1,4,5,3,3525,"N","S",6,108,0,70,3,17.1055589251102,10.1301449231501
"935",589,"STAR STUDS COMPANY",3,4,5,3,3525,"N","S",6,108,0,70,3,16.9145577062787,10.1301449231501
"936",589,"JENSEN LUMBER COMPANY",2,4,5,3,3525,"N","S",6,108,0,70,3,16.9786367738079,10.1301449231501
"937",590,"JENSEN LUMBER COMPANY, IN",1,4,5,3,8,"N","A",5,108,0,72,1,13.173562067317,10.1006156166471
"938",591,"JENSEN LUMBER CO., INC.",1,4,5,3,970,"N","A",5,108,0,62,1,13.6627276090332,10.1006156166471
"939",592,"BOISE CASCADE CORPORATION",1,4,6,3,551,"N","S",6,204,0,117,1,14.6823168847395,10.1721779188063
"940",593,"CHAMPION TIMBERLANDS",1,4,6,3,162,"N","S",5,19,0,43,2,13.6764783492687,10.0705685599138
"941",593,"EARL CRANE",2,4,6,3,162,"N","S",5,19,0,43,2,13.6743593510078,10.0705685599138
"942",594,"CECIL PERKINS",6,4,6,4,587,"N","S",5,108,0,75,6,13.3741612443655,10.1748877924136
"943",594,"CHAMPION INTERNATIONAL CO",5,4,6,4,587,"N","S",5,108,0,75,6,13.9337770323009,10.1748877924136
"944",594,"EDWARD HINES LUMBER CO.",4,4,6,4,587,"N","S",5,108,0,75,6,14.1383618782253,10.1748877924136
"945",594,"EARL CRANE",3,4,6,4,587,"N","S",5,108,0,75,6,14.2854891868975,10.1748877924136
"946",594,"REXBURG LUMBER CO.",1,4,6,4,587,"N","S",5,108,0,75,6,14.9857474520676,10.1748877924136
"947",594,"TETHEROW LUMBER CO.",2,4,6,4,587,"N","S",5,108,0,75,6,14.3574626865226,10.1748877924136
"948",595,"EARL C. CRANE",1,4,6,4,562,"N","S",5,108,0,78,1,14.2049255492937,10.2241570089396
"949",596,"KAIBAB INDUSTRIES",1,4,7,2,1211,"Y","S",6,122,60,34,1,17.1519048145954,10.1820658107384
"950",597,"HARDING BROS LOG & SAW",1,4,7,3,150,"N","S",5,122,0,11,1,13.6704385420702,10.102748163387
"951",598,"KAIBAB INDUSTRIES, INC.",1,4,7,3,2685,"N","S",7,15,110,39,1,17.1810091877466,10.0634356803532
"952",600,"KAIBAB INDUSTRIES",1,4,7,3,2140,"N","S",5,122,0,20,1,14.7513513362191,10.1955973083151
"953",601,"STEED ENTERPRISES",1,4,7,4,2092,"N","S",7,122,190,25,1,17.6189086587431,10.0703993193803
"954",603,"STEED LOGGING COMPANY",1,4,7,4,430,"N","S",6,122,7,38,1,15.6025388528164,10.038499099192
"955",604,"KAIBAB INDUSTRIES, INC.",1,4,7,5,45,"N","S",5,122,0,34,2,13.740271792859,10.0703993193803
"956",604,"DEWEY WOOLSEY",2,4,7,5,45,"N","S",5,122,0,34,2,13.7245908260232,10.0703993193803
"957",605,"DEWEY WOOLSEY",1,4,7,5,44,"N","S",5,93,0,21,2,14.2209756660724,10.0766001702448
"958",605,"CHARLES TORGERSON",2,4,7,5,44,"N","S",5,93,0,21,2,14.1519827945855,10.0766001702448
"959",606,"CHARLES TORGERSON",1,4,7,5,50,"N","S",5,93,0,21,1,13.6557243617356,10.0766001702448
"960",607,"JENSEN, RODNEY",1,4,8,2,147,"N","A",5,93,0,41,2,14.713229904253,10.0766001702448
"961",607,"WOOLSEY, DEWEY",2,4,8,2,147,"N","A",5,93,0,41,2,14.6078693885952,10.0766001702448
"962",608,"KAIBAB INDUSTRIES, INC.",1,4,8,3,350,"N","A",5,93,17,52,1,15.5014501467834,10.0629242367926
"963",609,"FISHLAKE LUMBER CO.",1,4,8,3,130,"N","A",5,93,0,28,2,13.2093939208769,10.0766001702448
"964",609,"KAIBAB INDUSTRIES,INC.",2,4,8,3,130,"N","A",5,93,0,28,2,13.2082290983807,10.0766001702448
"965",610,"FISHLAKE LUMBER COMPANY",1,4,8,3,8,"N","S",5,93,0,25,1,12.5659335090333,10.1258307836796
"966",612,"PRESTWICH & SONS",2,4,10,3,100,"Y","S",5,93,0,18,3,14.1510659458367,10.1331696806899
"967",612,"LEE MCELPRANG",1,4,10,3,100,"Y","S",5,93,0,18,3,14.2727455135572,10.1331696806899
"968",612,"R. WARD COX SAWMILL",3,4,10,3,100,"Y","S",5,93,0,18,3,14.0000546431113,10.1331696806899
"969",613,"PRESTWICH AND SONS",1,4,10,3,300,"Y","A",6,19,0,18,1,15.3215950502871,10.1055300339423
"970",615,"JOE WARNER",5,4,12,1,100,"N","S",5,122,0,21,6,14.5456885556045,10.2647569259016
"971",615,"GOERGE GREEN",6,4,12,1,100,"N","S",5,122,0,21,6,14.5448618871876,10.2647569259016
"972",615,"TOM MAHON",4,4,12,1,100,"N","S",5,122,0,21,6,14.5581790639016,10.2647569259016
"973",615,"BOISE CASCADE CORP.",2,4,12,1,100,"N","S",5,122,0,21,6,14.5742113692637,10.2647569259016
"974",615,"GLEN STOUT",1,4,12,1,100,"N","S",5,122,0,21,6,14.6707931694958,10.2647569259016
"975",615,"CLIFFORD JOHNSON",3,4,12,1,100,"N","S",5,122,0,21,6,14.5731806345397,10.2647569259016
"976",616,"CLIFFORD JOHNSON",2,4,12,1,12,"N","S",5,122,0,20,5,13.2483579393396,10.2825060106293
"977",616,"JOE WARNER",5,4,12,1,12,"N","S",5,122,0,20,5,13.1759761796524,10.2825060106293
"978",616,"TOM MAHON",4,4,12,1,12,"N","S",5,122,0,20,5,13.1930790307168,10.2825060106293
"979",616,"BOISE CASCADE CORP.",3,4,12,1,12,"N","S",5,122,0,20,5,13.2411024004036,10.2825060106293
"980",616,"GLEN STOUT",1,4,12,1,12,"N","S",5,122,0,20,5,13.3055811990995,10.2825060106293
"981",617,"TOM MAHON",3,4,12,1,24,"N","S",5,122,0,18,4,13.2351919376696,10.3160606721037
"982",617,"JOE WARNER",4,4,12,1,24,"N","S",5,122,0,18,4,13.1700481689697,10.3160606721037
"983",617,"GLEN STOUT",2,4,12,1,24,"N","S",5,122,0,18,4,13.2481057643289,10.3160606721037
"984",617,"CLIFFORD JOHNSON",1,4,12,1,24,"N","S",5,122,0,18,4,13.3146682678072,10.3160606721037
"985",619,"EVERGREEN FOREST PROD INC",1,4,12,1,3800,"N","S",7,17,69,15,2,17.8173864793835,10.0705685599138
"986",619,"BOISE CASCADE CORPORATION",2,4,12,1,3800,"N","S",7,17,69,15,2,17.6819663908012,10.0705685599138
"987",620,"BOISE CASCADE CORP.",1,4,12,1,8060,"N","A",7,17,91,37,2,17.5880753158973,10.0705685599138
"988",620,"EVERGREEN FOR. PROD INC",2,4,12,1,8060,"N","A",7,17,91,37,2,17.5871608335246,10.0705685599138
"989",621,"GLEN STOUT",1,4,12,1,1358,"N","S",6,17,38,11,2,17.1635196227473,10.0705685599138
"990",621,"BOISE CASCADE CORPORATION",2,4,12,1,1358,"N","S",6,17,38,11,2,17.033186983841,10.0705685599138
"991",622,"BOISE CASCADE CORP.",1,4,12,1,37,"N","S",5,122,0,19,1,14.098280586055,10.4100942893005
"992",623,"CLIFFORD JOHNSON",3,4,12,1,10,"N","S",5,122,0,28,3,14.4163450617157,10.3434184975256
"993",623,"MAHON LOGGING",1,4,12,1,10,"N","S",5,122,0,28,3,14.5913891361217,10.3434184975256
"994",623,"BOISE CASCADE CORPORATION",2,4,12,1,10,"N","S",5,122,0,28,3,14.5527416073435,10.3434184975256
"995",624,"EVERGREEN FOREST PROD INC",2,4,12,2,941,"N","S",7,17,25,27,2,17.9363233911343,10.0705685599138
"996",624,"BOISE CASCADE CORP.",1,4,12,2,941,"N","S",7,17,25,27,2,18.0139147901112,10.0705685599138
"997",625,"JERRY L. ROBINSON",1,4,12,2,210,"N","S",5,122,0,32,1,14.6187221733865,10.416790106177
"998",626,"EVERGREEN FOR PROD., INC.",2,4,12,3,774,"N","S",5,17,0,18,2,15.3486678936938,10.0612602364087
"999",626,"BOISE CASCADE CORP.",1,4,12,3,774,"N","S",5,17,0,18,2,15.7575968338981,10.0612602364087
"1000",628,"BOISE CASCADE CORP.",1,4,12,3,2050,"N","S",7,19,96,41,1,15.6716272819021,10.0705685599138
"1001",629,"EVERGREEN FOR PROD. INC",1,4,12,3,2775,"N","A",7,17,140,13,2,17.2893297031571,10.141874333263
"1002",629,"BOISE CASCADE CORPORATION",2,4,12,3,2775,"N","A",7,17,140,13,2,17.2880548559522,10.141874333263
"1003",630,"BRUNDAGE WTR USERS ASSOC",1,4,12,4,113,"N","D",5,19,0,24,1,15.2317354968688,10.3477245551448
"1004",631,"H. W. JOE MOORE",1,4,13,1,335,"N","S",5,108,0,26,3,15.4076429906324,10.1685405069275
"1005",631,"DEL CONNER LUMBER CO.",2,4,13,1,335,"N","S",5,108,0,26,3,15.1705593200004,10.1685405069275
"1006",631,"F.R.DEPT. HOERNER WAL",3,4,13,1,335,"N","S",5,108,0,26,3,15.0315141018491,10.1685405069275
"1007",632,"SCOTT PREMIUM ENT. INC.",2,4,13,1,1034,"N","S",5,108,0,48,2,14.5406407843773,10.1748877924136
"1008",632,"CHAMPION TIMBERLANDS",1,4,13,1,1034,"N","S",5,108,0,48,2,14.5574479026937,10.1748877924136
"1009",633,"CHAMPION TIMBERLANDS",1,4,13,1,2356,"N","S",7,108,86,49,2,15.3699284509156,10.2241570089396
"1010",633,"COLUMBIA HELICOPTERS, INC",2,4,13,1,2356,"N","S",7,108,86,49,2,15.3504014172473,10.2241570089396
"1011",634,"FRD, HOERNER WALDORF C",2,4,13,2,2400,"N","S",5,122,7,25,2,15.8860774612763,10.3119149354394
"1012",634,"DEL CONNER LUMBER, INC.",1,4,13,2,2400,"N","S",5,122,7,25,2,15.9949614483122,10.3119149354394
"1013",635,"CHAMPION TIMBERLANDS",1,4,13,2,6965,"N","S",6,108,51,39,1,16.273518492673,10.1748877924136
"1014",636,"SCOTT ENTERPRISES, INC.",1,4,13,2,49,"N","S",5,122,0,5,1,13.8456614179148,10.3346853825399
"1015",637,"CHAMPION TIMBERLANDS",1,4,13,2,10195,"N","S",7,108,111,35,2,16.6156266515543,10.2241570089396
"1016",637,"COLUMBIA HELICOPTERS",2,4,13,2,10195,"N","S",7,108,111,35,2,16.5917274404635,10.2241570089396
"1017",638,"COLUMBIA HELICOPTERS,INC.",1,4,13,2,5743,"N","A",6,122,11,8,2,16.0629000154904,10.4765271227082
"1018",638,"CHAMPION TIMBERLANDS",2,4,13,2,5743,"N","A",6,122,11,8,2,16.0180775060578,10.4765271227082
"1019",639,"CHAMPION TIMBERLANDS",1,4,13,4,2041,"N","S",5,108,4,41,1,14.8818365414675,10.1748877924136
"1020",640,"CHAMPION TIMBERLANDS",1,4,13,5,8299,"N","S",7,108,89,16,1,16.5328078724231,10.1748877924136
"1021",641,"WASATCH FOREST PRODUCTS",3,4,14,2,20164,"Y","A",8,108,10,113,3,16.2259890561415,10.0797910370045
"1022",641,"SPRING CREEK FOREST PROD.",2,4,14,2,20164,"Y","A",8,108,10,113,3,17.4398141569104,10.0797910370045
"1023",641,"WICKES FOREST PRODUCTS",1,4,14,2,20164,"Y","A",8,108,10,113,3,17.4427510165837,10.0797910370045
"1024",642,"WENDELL MILL & LUMBER CO.",1,4,14,5,2550,"N","A",6,122,0,60,2,15.7184404327073,10.4512331679011
"1025",642,"SAWTOOTH LUMBER CO.",2,4,14,5,2550,"N","A",6,122,0,60,2,15.716036535865,10.4512331679011
"1026",644,"EDWARD HINES LUMBER CO.",1,4,15,1,5896,"N","S",7,204,73,81,2,18.0668127995588,10.1882904842371
"1027",644,"REXBURG LUMBER CO.",2,4,15,1,5896,"N","S",7,204,73,81,2,17.9949794942943,10.1882904842371
"1028",645,"EDWARD HINES LUMBER CO.",2,4,15,2,1900,"N","A",7,108,40,60,2,15.2931298957775,10.1785781844731
"1029",645,"GARLAND CALL POLE CO.",1,4,15,2,1900,"N","A",7,108,40,60,2,15.295031110711,10.1785781844731
"1030",646,"GARLAND CALL POLE CO.",1,4,15,2,8,"N","A",5,108,0,48,1,12.2973976222235,9.98644907325047
"1031",647,"GARLAND CALL POLE CO.",1,4,15,3,15,"Y","S",5,108,0,39,1,13.4152434169873,10.1301449231501
"1032",649,"STODDARD LUMBER CO.",1,4,15,3,42,"N","A",5,204,0,49,1,14.2261621927597,10.253475186175
"1033",650,"STODDARD LUMBER CO.",1,4,15,3,60,"N","A",5,204,0,49,1,14.2921173383436,10.253475186175
"1034",652,"EDWARD HINES LUMBER CO.",1,4,15,3,3193,"Y","S",7,108,0,40,1,13.5770909190975,10.0983962248356
"1035",653,"TARGHEE FOREST PRODUCTS",1,4,15,3,4229,"Y","D",7,108,0,36,1,13.37723812688,10.0424665798176
"1036",654,"TARGHEE FOREST PRODUCTS",1,4,15,5,1770,"Y","S",6,108,41,46,1,12.3648739231157,10.1338847325616
"1037",655,"K & S TRADING",2,4,18,1,273,"N","A",5,93,0,25,2,15.0094330264367,10.128030124764
"1038",655,"BLAZZARD LUMBER COMPANY",1,4,18,1,273,"N","A",5,93,0,25,2,15.0135910365854,10.128030124764
"1039",656,"JACK ANDERSON",1,4,18,1,612,"N","S",5,93,10,23,4,15.4928848373142,10.1332491561519
"1040",656,"K&S TRADING",2,4,18,1,612,"N","S",5,93,10,23,4,15.4761357591675,10.1332491561519
"1041",656,"BLAZZARD LUMBER COMPANY",4,4,18,1,612,"N","S",5,93,10,23,4,15.4239549770472,10.1332491561519
"1042",656,"LEE WAGSTAFF",3,4,18,1,612,"N","S",5,93,10,23,4,15.4591013638184,10.1332491561519
"1043",659,"BLAZZARD LUMBER COMPANY",1,4,18,1,226,"Y","S",5,93,0,22,1,13.8578657764957,9.84384369960861
"1044",660,"JACK ANDERSON",1,4,18,3,170,"N","S",5,15,0,33,2,13.2717828828557,10.191856888768
"1045",660,"DEAN CLOWARD",2,4,18,3,170,"N","S",5,15,0,33,2,13.2485377735753,10.191856888768
"1046",661,"WASATCH FOREST PROD. INC.",2,4,19,3,655,"N","S",5,93,0,28,3,14.8228478478568,10.120130017508
"1047",661,"BLAZZARD LUMBER CO.",3,4,19,3,655,"N","S",5,93,0,28,3,14.6988730574373,10.120130017508
